epoch,batch,train_loss,val_loss,train_variance,train_accuracy,train_f1_score,train_auc,train_confusion_metrix,val_variance,val_accuracy,val_f1_score,val_auc,val_confusion_metrix
1,,0.0500947257624952,1.060213141143322,0.71616966,0.4951590594744122,0.2982524582990511,0.5124920427491432,"[[ 43  89   1]
 [188 314   7]
 [ 40  40   1]]",0.70778966,0.6639004149377593,0.2660016625103907,0.4783213775943634,"[[  0  59   0]
 [  0 160   0]
 [  0  22   0]]"
1,,0.0500947257624952,1.060213141143322,0.7161696553230286,0.4951590594744122,0.29825245829905117,0.5124920427491432,"[[ 43  89   1]
 [188 314   7]
 [ 40  40   1]]",0.7077896595001221,0.6639004149377593,0.2660016625103907,0.4783213775943634,"[[  0  59   0]
 [  0 160   0]
 [  0  22   0]]"
2,,0.033643541494345765,1.0998981595039368,0.7440287470817566,0.6998616874135546,0.27447789530783834,0.4762424090669611,"[[  0 133   0]
 [  3 506   0]
 [  0  81   0]]",0.7278622984886169,0.6639004149377593,0.2660016625103907,0.594861912654492,"[[  0  59   0]
 [  0 160   0]
 [  0  22   0]]"
